Time (TI),Pressure 1,Pressure 2,Pressure 3,Pressure 4,Pressure 5,Pressure 6,Pressure 7,Pressure 8,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
90969414,0.16240000000000002,0.1663,-0.6282,-0.1202,0.08889000000000001,0.35200000000000004,0.3108,0.3498,-0.2409,-0.5576,-1.2610000000000001,-77.98,50.230000000000004,-3.158
90969597,0.1202,-0.7828,-0.9095000000000001,0.11170000000000001,0.08889000000000001,-0.055740000000000005,-0.03364,0.1107,0.07836000000000001,-0.1757,-1.772,76.27,-30.650000000000002,7.995
90969790,0.1342,-0.5226000000000001,-0.7407,0.7164,0.07483000000000001,0.042690000000000006,0.17020000000000002,-0.515,0.29560000000000003,0.2094,-1.173,169.60000000000002,-61.5,22.17
90969973,0.05695000000000001,-0.6632,-0.9165000000000001,0.1398,0.0678,0.042690000000000006,0.001508,0.41300000000000003,0.05859,0.2832,-0.2194,-41.24,-40.9,-17.71
90970160,0.1061,-0.7265,-1.022,-0.1695,0.10990000000000001,-0.3088,-0.08989000000000001,0.3709,0.0332,-0.16110000000000002,0.08813000000000001,-156,51.49,-8.819
90970344,0.1272,-0.46640000000000004,-0.7548,-0.3312,0.039670000000000004,-0.027620000000000002,0.1421,0.3498,-0.14450000000000002,-0.4399,-1.46,-60.300000000000004,43.25,-0.6713
90970538,0.1272,-0.389,-0.797,0.3437,0.10990000000000001,-0.03465,0.04369000000000001,-0.17750000000000002,0.25730000000000003,0.07641,-1.866,83.99,-40.75,9.658
90970720,0.07804000000000001,-0.2836,-0.7478,0.27340000000000003,0.117,0.2747,0.114,-0.1353,0.04882,-0.7348,-1.567,178.5,-62.910000000000004,24.21
90970905,0.09914,-0.5015000000000001,-0.9236000000000001,0.3719,0.09592,0.3098,0.36710000000000004,-0.24780000000000002,0.3557,0.22310000000000002,-0.8283,-35.67,18.17,-12.17
90971101,0.1975,-0.5507000000000001,-0.79,-0.042940000000000006,0.1451,-0.5549000000000001,-0.0688,0.3498,-0.37570000000000003,-0.6357,-0.36660000000000004,-189.4,57.69,-6.179
90971283,0.1342,-0.12890000000000001,-0.7337,0.055490000000000005,0.09592,0.10590000000000001,0.2194,0.16690000000000002,-0.16060000000000002,-0.48700000000000004,-1.414,-25.740000000000002,22.73,4.547
90971476,0.14830000000000002,-0.6773,-0.9025000000000001,0.5125000000000001,0.0678,-0.055740000000000005,0.05072,-0.28300000000000003,0.8332,0.3808,-1.76,110.7,-54.18,13.16
90971659,0.1342,-0.5015000000000001,-0.7196,0.2101,0.02561,0.1622,0.07885,-0.008786,0.1262,-0.16040000000000001,-1.369,126.60000000000001,-49.75,19.89
90971844,0.09914,-0.3539,-0.8884000000000001,0.46330000000000005,0.09592,0.1973,0.3811,-0.01581,0.0078119999999999995,0.2524,-0.42550000000000004,-51.34,19.88,-14
90972041,0.1342,-0.7054,-0.9798,-0.2046,0.08186,0.2184,0.08588000000000001,0.4834,-0.5195000000000001,-0.8447,-0.6489,-165,61.7,-1.678
90972223,0.09914,0.3492,-0.7407,0.08362000000000001,0.0678,0.18330000000000002,0.2265,0.1388,-0.1589,-0.39890000000000003,-1.492,-13.91,23.02,3.509
90972407,0.1202,-0.48750000000000004,-0.804,0.6742,0.05373000000000001,-0.06277,0.029630000000000004,-0.3181,0.562,0.3952,-1.874,129.70000000000002,-69.88,19.63
90972600,0.04288,-0.22030000000000002,-0.7759,0.2101,0.07483000000000001,0.2676,0.38820000000000005,0.07558000000000001,0.1298,0.3256,-0.9074000000000001,69.94,-23.55,6.347
90972784,0.1272,-0.157,-0.7407,0.44920000000000004,-0.07985,0.1973,0.1913,-0.2267,-0.04589000000000001,0.154,-0.2622,-39.01,13.040000000000001,-14.48
90972968,0.2046,0.01873,-0.8603000000000001,-0.11320000000000001,0.1451,0.3098,0.1491,0.3287,-0.03613,-0.402,-0.3049,-149.4,69.45,-10.51
90973160,0.1272,0.2577,-0.8603000000000001,0.30860000000000004,0.1592,0.2817,0.36010000000000003,-0.16340000000000002,0.2136,-0.2529,-1.749,16.95,5.889,5.706
90973353,0.09914,0.1945,-0.5579000000000001,0.44220000000000004,0.124,0.014560000000000002,0.036660000000000005,-0.304,0.08374000000000001,-0.08178,-2.115,169.20000000000002,-80.32000000000001,29.7
90973537,0.08507,-0.6351,-0.8462000000000001,0.24530000000000002,0.09592,0.07784,0.2335,-0.029880000000000004,0.1333,0.16010000000000002,-1.057,44.81,-27.63,2.1510000000000002
90973721,0.1764,-0.29760000000000003,-0.7056,0.5195000000000001,-0.0025109999999999998,0.2325,0.2194,-0.1915,-0.02099,0.025390000000000003,-0.10400000000000001,-63.550000000000004,18.29,-15.91
90973915,0.1272,-0.48750000000000004,-0.804,-0.44370000000000004,0.09592,0.4505,0.1983,0.45520000000000005,0.032470000000000006,-0.6799000000000001,-0.7282000000000001,-135.9,77.98,-11.26
90974098,0.1272,-0.45230000000000004,-1.029,0.27340000000000003,0.08186,0.24650000000000002,0.2757,0.02637,0.4555,-0.24730000000000002,-1.719,50.32,-13.76,6.973
90974282,0.1694,-0.33280000000000004,-0.7759,0.6039,0.1029,-0.07684,0.029630000000000004,-0.2548,0.36660000000000004,0.1643,-1.748,181.3,-82.7,25.68
90974476,0.09914,-0.5367000000000001,-0.8884000000000001,0.3156,0.018580000000000003,-0.1119,0.01557,0.2373,0.20040000000000002,0.2631,-0.5791000000000001,31.55,-29.51,-0.1373
90974659,0.1202,-0.5367000000000001,-0.7759,0.41400000000000003,0.03264,0.18330000000000002,0.1632,-0.304,0.16670000000000001,0.24680000000000002,-0.1145,-73.42,28.830000000000002,-18.7
90974852,0.1202,-0.06563000000000001,-0.6986,-0.042940000000000006,0.08186,0.35200000000000004,0.2757,0.28650000000000003,-0.3881,-0.7351000000000001,-0.914,-101.80000000000001,53.72,-10.89
90975034,0.07101,-0.7265,-0.8743000000000001,0.02034,0.060770000000000005,0.1481,0.08588000000000001,0.1459,0.1101,-0.3266,-1.704,84.93,-31.35,15.22
90975227,0.1061,-0.5929,-0.7337,0.2383,0.09592,-0.013560000000000001,0.09291,-0.08613000000000001,0.4033,0.1899,-1.372,157.4,-63.21,24.18
90975412,0.0007019,-0.5226000000000001,-0.804,0.0344,0.08889000000000001,0.2958,0.17020000000000002,0.02637,0.15940000000000001,-0.11660000000000001,-0.9445,-21.94,-7.675,-6.958
90975595,0.07804000000000001,-0.47340000000000004,-0.79,0.04846,0.09592,-0.36510000000000004,-0.0688,0.3498,-0.09204000000000001,-0.2038,0.1411,-129.70000000000002,39.15,-26.73
90975788,0.1342,-0.2906,-0.7267,-0.42960000000000004,0.10990000000000001,0.1622,0.05072,0.5044000000000001,0.09643,-0.5551,-1.118,-77.36,47.45,-5.401
90975972,0.09914,-0.4031,-0.8954000000000001,0.42810000000000004,-0.12200000000000001,0.134,0.3108,-0.23370000000000002,0.6691,0.0043939999999999995,-1.82,81.61,-32.57,15.31
90976165,0.08507,-0.46640000000000004,-0.8603000000000001,0.27340000000000003,0.117,0.49970000000000003,0.35300000000000004,-0.1283,0.2995,-0.05493000000000001,-1.5090000000000001,167,-54.13,29.78
90976350,0.04288,-0.614,-0.8392000000000001,0.3508,0.00452,0.2606,0.4304,0.2162,0.3645,0.32730000000000004,-0.2622,-66.57000000000001,22.04,-14.870000000000001
90976535,0.11320000000000001,-0.8742000000000001,-1.0070000000000001,-0.3312,0.07483000000000001,-0.4635,-0.1461,0.45520000000000005,0.08837,0.09741000000000001,0.11030000000000001,-189.4,59.870000000000005,-14.93
90976719,0.1342,-0.06563000000000001,-0.6845,-0.09919000000000001,0.08186,0.2747,0.1421,0.3709,-0.1459,-0.5344,-1.34,-61.85,40.1,0.9155000000000001
90976913,0.028820000000000002,0.06092,-0.6915,0.24530000000000002,0.05373000000000001,0.3942,0.2194,-0.07909000000000001,-0.07641,-0.1579,-1.899,84.62,-38.230000000000004,10.26
90977094,0.06398000000000001,-0.7687,-0.9095000000000001,0.5898,0.117,0.1762,0.12100000000000001,-0.28300000000000003,0.2399,0.006346999999999999,-1.437,194.60000000000002,-76.95,31.23
90977287,-0.006327999999999999,-0.5156000000000001,-0.8884000000000001,0.08362000000000001,0.10990000000000001,0.15510000000000002,0.1491,0.12480000000000001,0.11230000000000001,0.21530000000000002,-0.7583000000000001,-67.42,24.91,-18.69
90977472,0.16240000000000002,-0.6773,-0.8954000000000001,-0.31010000000000004,0.1029,-0.3791,0.036660000000000005,0.5255000000000001,0.1335,-0.21330000000000002,-0.2968,-175.4,68.19,-7.034
90977664,0.07804000000000001,-0.375,-0.7618,0.1398,0.0678,0.2255,0.12100000000000001,0.08965000000000001,-0.1379,-0.4687,-1.405,-15.59,9.963000000000001,2.593
90977847,0.11320000000000001,-0.389,-0.8462000000000001,0.5687,-0.05172,0.1762,0.2546,-0.3322,0.6218,0.2399,-2.08,118,-56.730000000000004,17.41
90978040,0.11320000000000001,-0.5226000000000001,-0.7407,0.4914,0.05373000000000001,0.07784,0.05072,-0.24080000000000001,0.02075,-0.3229,-1.221,112.60000000000001,-47.74,15.41
90978225,0.0921,-0.43820000000000003,-0.804,0.6812,0.046700000000000005,0.007534,0.2757,-0.2056,0.1325,-0.02807,-0.17550000000000002,-63.120000000000005,20.150000000000002,-3.967
90978409,0.1905,-0.45930000000000004,-0.9446,-0.08512,0.03264,0.007534,0.09994000000000001,0.2232,-0.47600000000000003,-0.5422,-0.45230000000000004,-139.20000000000002,60.36,-6.683
90978603,0.14830000000000002,0.0117,-0.8321000000000001,0.28040000000000004,0.07483000000000001,0.2676,0.33190000000000003,-0.09316,-0.10200000000000001,-0.22460000000000002,-1.793,13.030000000000001,5.126,4.3020000000000005
90978786,0.1202,-0.7054,-0.804,0.5476,0.117,-0.02059,0.022600000000000002,-0.2619,0.7626000000000001,0.06347,-1.993,116.5,-60.56,17.54
90978968,0.11320000000000001,-0.5015000000000001,-0.804,0.3156,0.011550000000000001,-0.0698,-0.005522,-0.029880000000000004,0.1811,0.2404,-0.7954,105.9,-48.5,20.400000000000002
90979162,0.07804000000000001,-0.3398,-0.6493,0.44220000000000004,0.046700000000000005,0.18330000000000002,0.2757,-0.1283,-0.21630000000000002,0.18280000000000002,-0.042960000000000005,-74.66,16.75,-28.09
90979347,0.1835,-0.5297000000000001,-0.9446,-0.09215000000000001,-0.009541,0.35200000000000004,0.2054,0.27940000000000004,0.09106,-0.2775,-0.3266,-149,62.49,-7.812
90979539,0.1905,0.1101,-0.804,0.2594,0.08889000000000001,0.34500000000000003,0.33190000000000003,-0.058,-0.30810000000000004,-0.26,-1.684,25.75,-1.815,5.203
90979722,0.1272,-0.2343,-0.7618,0.6109,-0.009541,-0.055740000000000005,0.07182000000000001,-0.3744,0.2927,0.1293,-1.8760000000000001,170.20000000000002,-71.15,24.32
90979906,0.1342,-0.49450000000000005,-0.8603000000000001,0.3648,0.08186,0.2184,0.1772,-0.24080000000000001,0.09008000000000001,0.07641,-1.121,67.21000000000001,-35.29,5.493
90980100,0.007732999999999999,-0.389,-0.7126,0.3015,0.07483000000000001,0.113,0.1983,-0.304,-0.12350000000000001,-0.4045,-0.01318,-103.30000000000001,31.990000000000002,-16.98
90980284,0.14830000000000002,-0.7476,-0.8743000000000001,-0.4015,0.02561,0.2606,0.1913,0.46230000000000004,0.1462,-0.7299,-0.6584,-136.6,61.27,-7.095
90980477,0.1061,-0.382,-0.8884000000000001,0.17500000000000002,0.09592,0.028620000000000003,0.128,0.1951,0.30460000000000004,-0.2333,-1.719,33.35,-8.3,4.6530000000000005
90980661,0.0921,-0.3609,-0.7056,0.5476,0.046700000000000005,0.03565,0.12100000000000001,-0.3392,0.5551,0.1918,-1.836,156.70000000000002,-54.07,21.42
90980845,0.1342,-0.1218,-0.7548,-0.1484,0.08889000000000001,0.0005025,-0.0688,0.08261,0.35000000000000003,-0.22240000000000001,-1.217,46.79,-27.14,4.3180000000000005
90981040,0.1342,-0.3539,-0.7548,0.3156,0.0678,0.2536,0.2546,0.3568,-0.154,-0.1027,-0.1452,-106,72.92,-36.25
90981223,0.1553,-0.375,-0.9798,-0.6195,0.060770000000000005,0.5419,0.3952,0.6521,0.29560000000000003,-0.6682,-0.7167,-128.5,85.29,-19.6
90981415,0.0921,-0.382,-0.9236000000000001,0.07659,0.07483000000000001,0.02159,0.15610000000000002,0.28650000000000003,0.4672,-0.3166,-1.599,30.68,-1.266,16.63
90981597,0.16240000000000002,-0.5297000000000001,-0.7548,0.5406000000000001,-0.037660000000000006,0.35200000000000004,0.022600000000000002,-0.3533,0.4934,-0.0004882,-1.7890000000000001,147.20000000000002,-59.08,34.4
90981790,0.14830000000000002,-0.6984,-0.7618,0.3226,0.08186,-0.08387,-0.005522,-0.17750000000000002,0.1811,-0.07055,-1.018,37.68,-68.75,12.58
90981975,0.03585,-0.2906,-0.6845,0.5054000000000001,0.131,0.09893,0.2757,-0.46580000000000005,-0.10300000000000001,0.023430000000000003,-0.225,-66.11,23.62,-12.06
90982157,0.14830000000000002,-0.164,-0.8111,-0.3312,0.08186,0.10590000000000001,0.2265,0.5677,-0.35960000000000003,-0.5703,-0.7504000000000001,-122.30000000000001,71.62,-13.51
90982349,0.09914,0.15230000000000002,-0.7478,0.3015,0.1451,0.2676,0.3179,-0.11420000000000001,0.05444,-0.302,-1.539,46.06,-9.155,13.790000000000001
90982532,0.1694,-0.04454,-0.5861000000000001,0.8078000000000001,0.1029,0.2817,-0.061770000000000005,-0.5642,0.07592,-0.1027,-1.69,163.4,-87.29,29.66
90982725,-0.01336,-0.46640000000000004,-0.797,0.5054000000000001,0.07483000000000001,0.4505,0.2897,-0.2056,0.2424,0.10300000000000001,-1.083,68.51,-27.22,9.445
90982909,0.1835,-0.5859,-0.7548,0.6812,-0.07282000000000001,0.05675,0.3249,0.061520000000000005,-0.017570000000000002,0.0083,-0.1203,-114.80000000000001,25.810000000000002,-26.12
90983102,0.23270000000000002,-0.03751,-0.7689,-0.41550000000000004,0.10990000000000001,0.34500000000000003,0.4233,0.7013,-0.34640000000000004,-0.5446,-0.6904,-128.3,70.28,-7.019
90983284,0.1061,-0.46640000000000004,-0.8462000000000001,-0.09919000000000001,0.03264,-0.133,0.008539999999999999,0.3427,0.3876,-0.14200000000000002,-1.715,21.8,-4.058,6.088
90983468,0.16240000000000002,-0.07970000000000001,-0.6282,0.4,0.1451,-0.11900000000000001,-0.1391,-0.17750000000000002,0.5566,0.27240000000000003,-1.665,136.1,-61.85,14.58
90983661,0.09914,-0.7828,-0.8181,0.6601,0.0678,-0.3088,0.1913,-0.45170000000000005,0.19210000000000002,-0.06103000000000001,-1.016,90.2,-56.19,13.24
90983846,0.21860000000000002,-0.4172,-0.7407,0.1961,-0.05172,0.05675,0.01557,0.1388,0.186,0.055900000000000005,-0.2565,-81.26,13.18,-21.17
90984030,0.2046,-0.4242,-0.9517,-0.1905,0.07483000000000001,-0.055740000000000005,0.18430000000000002,0.3357,-0.279,-0.42450000000000004,-0.6496000000000001,-139,59.92,-7.034
90984221,0.1061,0.05389000000000001,-0.7478,0.24530000000000002,-0.009541,0.1411,0.2546,-0.10010000000000001,-0.041010000000000005,-0.2207,-1.594,26.03,-3.021,5.538
90984405,0.1694,-0.1922,-0.6775,0.5687,0.0678,0.02159,0.05775,-0.3744,0.2331,0.09838000000000001,-1.845,160.4,-71.65,24.2
90984598,0.11320000000000001,-0.44530000000000003,-0.6915,0.3156,0.060770000000000005,0.04972000000000001,-0.02661,-0.008786,-0.0354,0.12250000000000001,-0.81,72.99,-39.32,6.256
90984784,0.1342,-0.5226000000000001,-0.79,0.1047,0.08889000000000001,0.07784,0.05072,-0.01581,0.03955,-0.1323,-0.2124,-111.4,41.800000000000004,-21.53
90984977,0.2257,0.23670000000000002,-0.7056,-0.4577,0.09592,0.3169,0.036660000000000005,0.5044000000000001,-0.4055,-0.6081,-0.7307,-124,62.02,-10.16
90985159,0.1342,-0.44530000000000003,-0.8111,0.11170000000000001,-0.03063,0.134,0.09994000000000001,0.3005,0.23650000000000002,-0.3381,-1.599,40.06,-14.93,6.896
90985343,0.1342,-0.389,-0.7196,0.5547000000000001,0.07483000000000001,-0.013560000000000001,0.05775,-0.1986,0.5451,0.4313,-1.672,150.5,-63.58,17.94
90985537,0.08507,-0.46640000000000004,-0.797,0.42110000000000003,0.1451,-0.10490000000000001,0.1772,-0.24780000000000002,0.19720000000000001,0.1296,-0.552,40.25,-15.8,-0.3662
90985719,0.1553,-0.2132,-0.6282,0.16790000000000002,0.018580000000000003,0.014560000000000002,0.07182000000000001,0.3005,0.046630000000000005,0.1457,-0.1752,-111.7,40.49,-22.56
90985911,0.14830000000000002,-0.6,-0.8532000000000001,-0.5843,0.08889000000000001,0.09190000000000001,0.022600000000000002,0.7646000000000001,-0.049800000000000004,-0.7221000000000001,-0.9462,-118.7,64.45,-9.323
90986093,0.11320000000000001,-0.002358,-0.7478,0.40700000000000003,0.117,-0.0698,0.2757,-0.1072,-0.19210000000000002,-0.16770000000000002,-1.671,47.77,-15.18,10.71
90986287,-0.04148,-0.4312,-0.7196,0.3437,0.10990000000000001,-0.0698,0.04369000000000001,-0.11420000000000001,0.6328,0.4829,-1.594,156.60000000000002,-62.22,18.84
90986470,0.09914,-0.3609,-0.7689,0.06956000000000001,0.1029,0.09893,-0.08286,0.3146,-0.2243,-0.268,-1.0150000000000001,26.740000000000002,-29.02,-2.365
90986664,0.09914,-0.20620000000000002,-0.6845,-0.27490000000000003,0.08889000000000001,-0.055740000000000005,0.07885,0.4974,0.08837,0.3037,-0.1269,-131.3,58.45,-19.91
90986845,0.1764,-0.1922,-0.7548,-0.27490000000000003,0.09592,0.4364,0.3952,0.4904,-0.1689,-0.5681,-1,-110.9,66.07000000000001,-10.75
90987038,0.14830000000000002,0.1312,-0.6986,0.2172,0.10990000000000001,-0.1963,0.2054,-0.1494,-0.33590000000000003,-0.3083,-1.936,58.22,-24.94,14.25
90987220,0.1342,-0.3961,-0.6845,0.4562,0.08889000000000001,0.07784,0.12100000000000001,-0.16340000000000002,0.1704,-0.31420000000000003,-1.794,169.9,-69.41,27.54
90987414,0.21860000000000002,-0.22030000000000002,-0.7196,-0.17650000000000002,0.03264,-0.16820000000000002,-0.08989000000000001,0.44820000000000004,0.001464,-0.11030000000000001,-1.094,-5.279,-14.64,-3.036
90987599,0.08507,-0.5718,-0.9446,-0.31010000000000004,0.131,-0.2666,-0.11800000000000001,0.3849,0.19010000000000002,0.2844,-0.1269,-132.20000000000002,47.07,-22.650000000000002
90987790,0.21860000000000002,0.046860000000000006,-0.7267,-0.303,0.08889000000000001,0.47150000000000003,0.3038,0.5396000000000001,0.2189,-0.47550000000000003,-0.9545,-91.47,60.57,-7.965
90987971,0.04288,-0.3539,-0.8251000000000001,0.3859,0.0678,-0.10490000000000001,0.17020000000000002,-0.036910000000000005,-0.09423000000000001,-0.16620000000000001,-1.833,61.67,-31.310000000000002,17.53
90988165,0.08507,-0.48750000000000004,-0.804,0.42110000000000003,0.08889000000000001,0.2747,0.1491,-0.1212,0.3225,-0.03173,-1.766,162.20000000000002,-64.65,21.57
90988349,0.07101,-0.5015000000000001,-0.7548,0.07659,0.1592,0.2114,0.17020000000000002,-0.022840000000000003,0.20650000000000002,-0.02832,-0.9836,-22.94,5.706,-9.033
90988534,0.07804000000000001,-0.44530000000000003,-0.9306000000000001,-0.28900000000000003,-0.009541,-0.35100000000000003,-0.08286,0.5044000000000001,-0.2172,0.04614,0.041990000000000006,-135.3,53.050000000000004,-17.36
90988726,0.1694,-0.44530000000000003,-0.7618,-0.5843,0.10990000000000001,0.07081000000000001,0.18430000000000002,0.7084,0.044180000000000004,-0.5041,-1.044,-79.71000000000001,54.910000000000004,-6.423
90988909,0.1413,0.1734,-0.6986,0.44220000000000004,-0.06579,-0.055740000000000005,0.1913,-0.24780000000000002,-0.1484,-0.01,-1.836,65.76,-27.400000000000002,19.28
90989102,0.1342,-0.48750000000000004,-0.7337,0.46330000000000005,0.05373000000000001,-0.18230000000000002,0.04369000000000001,-0.06503,0.003662,0.0019529999999999999,-1.566,169.9,-63.65,23.71
90989286,0.0921,-0.7547,-0.8251000000000001,-0.28900000000000003,0.09592,-0.07684,-0.01255,0.42710000000000004,0.12710000000000002,0.1223,-1.014,-40.9,6.652,-10.07
90989470,0.1202,-0.7476,-0.9587,-0.3171,0.0678,-0.1471,0.04369000000000001,0.42010000000000003,0.08544,-0.06665,-0.1589,-149.8,58.57,-17.82
90989662,0.05695000000000001,0.1101,-0.6634,-0.507,0.10990000000000001,0.15510000000000002,0.1913,0.6099,-0.1208,-0.5363,-1.076,-66.71000000000001,44.11,-1.968
90989845,0.1342,-0.7898000000000001,-0.8462000000000001,0.16090000000000002,0.1029,0.0005025,0.036660000000000005,0.1388,0.4675,0.042480000000000004,-1.706,60.22,-31.35,5.996
90990039,0.07804000000000001,-0.5226000000000001,-0.7407,0.5476,0.08186,0.2184,0.10690000000000001,-0.3673,0.47550000000000003,0.2849,-1.579,207.8,-82.3,31.29
90990222,0.07101,-0.5507000000000001,-0.9798,0.2172,0.08889000000000001,0.10590000000000001,0.2124,-0.06503,0.06933,0.2167,-0.5837,-48.88,19.28,-10.94
90990407,0.1413,-0.5578000000000001,-0.9095000000000001,-0.4859,0.08889000000000001,-0.2034,0.029630000000000004,0.6521,-0.1115,-0.1376,-0.0004882,-163.4,67.64,-10.92
90990598,0.1272,-0.5086,-0.7337,-0.46480000000000005,0.1029,0.0005025,0.2194,0.631,0.1652,-0.5747,-1.237,-61.72,51.95,-8.224
90990783,0.09914,-0.07267000000000001,-0.7056,0.5054000000000001,0.07483000000000001,-0.2315,0.1983,-0.29700000000000004,0.07226,-0.1491,-1.891,75.14,-36.480000000000004,18.580000000000002
90990975,0.11320000000000001,-0.6,-0.7407,0.5125000000000001,0.011550000000000001,-0.1752,-0.09692,-0.1212,-0.07006000000000001,-0.3347,-1.597,174.8,-62.36,28.45
90991161,0.1342,-0.7125,-0.8532000000000001,-0.2257,0.10990000000000001,0.04972000000000001,-0.005522,0.3779,0.2048,0.39590000000000003,-0.9440000000000001,-67.41,21.8,-16.38
90991346,0.1272,-0.7265,-0.9025000000000001,-0.31010000000000004,0.02561,-0.4635,0.09291,0.3919,-0.3776,-0.44210000000000005,-0.1655,-180.60000000000002,67.26,-6.454
90991535,0.1202,0.0117,-0.8111,-0.06403,0.17320000000000002,-0.1471,0.1351,0.3146,-0.001464,-0.3337,-1.373,-56.24,37.97,3.662
90991719,0.07101,-0.5648000000000001,-0.797,0.42810000000000004,0.09592,-0.2174,-0.125,-0.24080000000000001,-0.1401,0.030510000000000002,-1.839,81.31,-50.36,14.72
90991912,0.05695000000000001,-0.7336,-0.804,0.7023,0.05373000000000001,0.05675,0.022600000000000002,-0.45170000000000005,0.3068,0.1965,-1.209,153.60000000000002,-75.07000000000001,25.43
90992098,0.2116,-0.389,-0.9446,0.02034,0.0678,0.2255,0.01557,0.17400000000000002,0.1423,0.1335,-0.8281000000000001,-46.46,23.68,-17.04
90992282,0.14830000000000002,-0.48040000000000005,-0.7829,-0.1554,0.060770000000000005,-0.36510000000000004,-0.01255,0.44820000000000004,-0.28390000000000004,-0.6948000000000001,-0.4489,-168,56.64,-8.255
90992473,0.1272,-0.389,-0.7829,0.06956000000000001,0.046700000000000005,-0.16820000000000002,0.2335,0.1318,0.1625,-0.4284,-1.458,-25.810000000000002,12.64,2.029
90992657,0.1202,-0.20620000000000002,-0.8181,0.5476,0.046700000000000005,0.35200000000000004,0.022600000000000002,-0.3181,0.48190000000000005,0.24380000000000002,-1.844,95.71000000000001,-49.24,12.39
90992849,0.028820000000000002,-0.45930000000000004,-0.6845,0.42810000000000004,0.1521,0.2887,0.1632,-0.1845,0.17550000000000002,0.07543000000000001,-1.29,151.9,-54.04,29.17
90993035,0.14830000000000002,-0.43820000000000003,-0.9306000000000001,0.42110000000000003,0.060770000000000005,-0.09090000000000001,0.128,-0.07909000000000001,-0.023680000000000003,0.1447,-0.31120000000000003,-62.86,10.450000000000001,-15.99
90993220,0.2257,-0.7757000000000001,-1.0070000000000001,-0.11320000000000001,0.08186,0.2676,0.2757,0.29350000000000004,-0.0415,-0.2768,-0.2272,-172.70000000000002,71.41,-9.002
90993411,0.07101,-0.5789000000000001,-0.7829,-0.1695,0.117,0.113,0.029630000000000004,0.2021,0.030510000000000002,-0.2204,-1.475,-22.07,13.47,2.822
90993595,0.08507,0.0117,-0.6915,0.5054000000000001,0.09592,0.05675,0.09291,-0.304,0.07055,0.11760000000000001,-1.995,97.94,-45.56,13.42
90993789,0.11320000000000001,-0.5226000000000001,-0.8111,0.28040000000000004,0.039670000000000004,-0.09793,-0.061770000000000005,0.2232,0.3808,0.12010000000000001,-0.874,105.9,-16.92,22.78
90993972,0.21860000000000002,-0.4031,-0.9165000000000001,0.0344,0.039670000000000004,0.134,0.07182000000000001,0.27940000000000004,0.2685,-0.044180000000000004,-0.277,-76.58,72.49,-58.25
90994157,0.21860000000000002,-0.46640000000000004,-0.9446,-0.11320000000000001,0.039670000000000004,-0.0698,0.04369000000000001,0.3146,-0.2597,-0.3708,-0.3718,-136.6,44.78,-29.8
90994349,0.08507,0.1312,-0.6915,0.027370000000000002,0.08889000000000001,0.3098,0.2686,0.1951,0.07250000000000001,-0.1582,-1.704,13.33,7.797000000000001,14.06
90994533,0.14830000000000002,-0.33280000000000004,-0.7689,0.7867000000000001,0.060770000000000005,0.35900000000000004,0.17020000000000002,-0.6134000000000001,0.2131,-0.24430000000000002,-1.7690000000000001,128,-58.13,29.09
90994725,0.11320000000000001,-0.3257,-0.6915,-0.057,0.0678,-0.1752,-0.04771,0.2584,0.1728,-0.3176,-1.154,69.56,-35.49,22.72
90994910,0.049920000000000006,-0.3539,-0.9376000000000001,0.09065000000000001,0.1592,-0.6112000000000001,0.05072,-0.11420000000000001,0.04614,0.04931000000000001,-0.4121,-91.24,1.0070000000000001,-29.490000000000002
90995093,0.06398000000000001,-0.9164,-0.9025000000000001,0.027370000000000002,0.124,-0.23850000000000002,0.114,0.1459,0.331,-0.24730000000000002,-0.7258,-123.5,28.7,-10.75
90995286,0.1061,-0.7265,-0.9095000000000001,0.189,0.124,-0.006528,0.04369000000000001,-0.23370000000000002,0.5920000000000001,-0.1237,-1.684,87.53,-44.35,9.979000000000001
90995477,0.1272,-0.5789000000000001,-0.8532000000000001,0.04143,0.0678,0.1903,0.1913,0.1529,0.4309,-0.29000000000000004,-1.666,97.61,-17.77,20.38
90995660,0.1272,-0.4031,-0.9236000000000001,0.09065000000000001,0.18030000000000002,0.09893,0.2194,0.1459,0.09545000000000001,-0.03515,-1.188,34.160000000000004,-2.105,4.058
90995845,0.1342,-0.33280000000000004,-0.7056,0.2101,0.02561,0.02159,0.001508,-0.1915,-0.12010000000000001,-0.005859,-0.22460000000000002,-99.16,44.31,-22.5
90996037,0.06398000000000001,-0.389,-1.029,-0.42960000000000004,0.117,0.10590000000000001,0.24050000000000002,0.6169,-0.22240000000000001,-0.529,-0.7941,-136.1,74.92,-9.552
90996218,0.1061,-0.4031,-0.8954000000000001,-0.07809,0.07483000000000001,-0.24550000000000002,0.06478,0.4763,0.4736,-0.2058,-1.651,55.74,-13.3,11.21
90996411,0.1835,-0.4242,-0.6634,0.9414,0.05373000000000001,0.47150000000000003,0.008539999999999999,-0.6767000000000001,-0.09667,-0.5312,-1.805,126.60000000000001,-42.67,18.21
90996595,0.06398000000000001,-0.48750000000000004,-0.8954000000000001,0.04143,0.07483000000000001,0.028620000000000003,0.128,0.3498,0.1418,-0.539,-1.272,33.59,-25.57,5.386
90996790,0.1413,-0.382,-0.7478,0.5195000000000001,0.039670000000000004,0.1973,0.2757,-0.029880000000000004,-0.054680000000000006,0.0874,-0.3266,-82.53,48.18,-19.63
